Trial 3:3back,Trial 5:3back
35.576,35.064
35.577,35.056
35.577,35.044
35.576,35.03
35.574,35.013
35.572,34.993
35.57,34.972
35.569,34.95
35.567,34.926
35.566,34.902
35.563,34.878
35.558,34.855
35.551,34.833
35.54,34.814
35.525,34.797
35.505,34.783
35.48,34.77
35.451,34.761
35.419,34.755
35.386,34.751
35.354,34.75
35.325,34.749
35.299,34.749
35.277,34.749
35.261,34.749
35.249,34.751
35.239,34.757
35.231,34.769
35.224,34.789
35.215,34.816
35.207,34.853
35.197,34.897
35.187,34.949
35.177,35.009
35.165,35.076
35.153,35.149
35.141,35.228
35.13,35.311
35.119,35.394
35.11,35.478
35.103,35.561
35.098,35.643
35.095,35.722
35.093,35.799
35.091,35.874
35.089,35.946
35.085,36.014
35.078,36.078
35.068,36.136
35.054,36.188
35.037,36.232
35.017,36.27
34.993,36.302
34.968,36.328
34.941,36.35
34.913,36.368
34.885,36.383
34.857,36.393
34.831,36.4
34.807,36.403
34.785,36.403
34.767,36.401
34.751,36.396
34.738,36.39
34.728,36.381
34.721,36.367
34.716,36.346
34.712,36.317
34.709,36.282
34.706,36.241
34.703,36.199
34.699,36.158
34.693,36.122
34.685,36.091
34.675,36.066
34.663,36.049
34.649,36.037
34.633,36.03
34.617,36.027
34.6,36.028
34.582,36.031
34.564,36.038
34.547,36.047
34.53,36.059
34.514,36.07
34.499,36.081
34.483,36.089
34.467,36.093
34.45,36.094
34.432,36.091
34.411,36.084
34.388,36.072
34.363,36.056
34.337,36.034
34.309,36.008
34.283,35.979
34.258,35.95
34.237,35.921
34.219,35.895
34.204,35.873
34.194,35.853
34.187,35.836
34.183,35.821
34.182,35.808
34.182,35.798
34.185,35.791
34.19,35.786
34.197,35.783
34.208,35.781
34.224,35.782
34.245,35.784
34.275,35.79
34.314,35.797
34.364,35.806
34.425,35.816
34.497,35.827
34.582,35.839
34.677,35.85
34.782,35.861
34.895,35.872
35.014,35.882
35.137,35.893
35.261,35.904
35.383,35.917
35.502,35.93
