Trial 3:3back,Trial 5:3back
41.273,32.881
42.11,32.834
42.897,32.792
43.618,32.752
44.264,32.714
44.825,32.678
45.296,32.644
45.674,32.612
45.961,32.583
46.157,32.556
46.267,32.533
46.297,32.514
46.255,32.496
46.149,32.482
45.987,32.469
45.778,32.459
45.533,32.452
45.259,32.446
44.966,32.443
44.66,32.44
44.347,32.438
44.033,32.434
43.72,32.429
43.412,32.421
43.109,32.412
42.811,32.401
42.52,32.388
42.234,32.375
41.952,32.361
41.674,32.347
41.399,32.333
41.127,32.319
40.856,32.307
40.585,32.298
40.315,32.293
40.044,32.295
39.774,32.307
39.504,32.332
39.235,32.375
38.968,32.441
38.704,32.537
38.442,32.668
38.184,32.841
37.93,33.062
37.68,33.337
37.433,33.669
37.19,34.058
36.953,34.504
36.721,35.004
36.496,35.551
36.278,36.138
36.068,36.754
35.865,37.387
35.67,38.024
35.485,38.653
35.31,39.26
35.147,39.834
34.996,40.364
34.86,40.839
34.74,41.254
34.635,41.603
34.547,41.883
34.476,42.095
34.42,42.24
34.382,42.319
34.36,42.338
34.354,42.302
34.365,42.215
34.392,42.085
34.433,41.918
34.488,41.72
34.555,41.497
34.633,41.257
34.72,41.003
34.817,40.742
34.921,40.477
35.032,40.211
35.148,39.947
35.269,39.686
35.392,39.428
35.516,39.173
35.64,38.922
35.762,38.674
35.879,38.431
35.992,38.19
36.098,37.953
36.195,37.72
36.281,37.491
36.354,37.265
36.414,37.042
36.459,36.82
36.489,36.6
36.503,36.381
36.503,36.163
36.49,35.946
36.464,35.731
36.428,35.517
36.382,35.304
36.328,35.093
36.265,34.884
36.195,34.676
36.118,34.47
36.032,34.267
35.94,34.066
35.841,33.869
35.737,33.678
35.629,33.493
35.516,33.316
35.4,33.148
35.281,32.991
35.16,32.846
35.036,32.713
34.911,32.596
34.786,32.494
34.661,32.41
34.537,32.344
34.416,32.298
34.296,32.272
34.18,32.268
34.066,32.285
33.957,32.323
33.851,32.381
33.75,32.457
33.653,32.549
33.558,32.658
33.465,32.781
33.374,32.916
33.285,33.061
33.197,33.214
33.11,33.371
33.024,33.532
32.939,33.694
32.855,33.857
32.772,34.017
32.69,34.174
32.609,34.325
32.53,34.469
32.453,34.605
32.379,34.733
32.307,34.85
32.239,34.958
32.175,35.054
32.115,35.14
32.057,35.214
32.003,35.277
31.952,35.329
31.903,35.369
31.858,35.399
31.815,35.418
31.774,35.425
31.736,35.421
31.7,35.408
31.666,35.385
31.634,35.354
31.605,35.317
31.578,35.275
31.554,35.228
31.534,35.177
31.517,35.122
31.503,35.061
31.491,34.993
31.481,34.916
31.472,34.832
31.463,34.746
31.454,34.659
31.445,34.576
31.434,34.497
31.423,34.426
31.412,34.365
31.4,34.312
31.389,34.268
31.379,34.233
31.369,34.204
31.36,34.181
31.351,34.162
31.344,34.144
31.337,34.128
31.332,34.111
31.33,34.092
31.332,34.069
31.337,34.041
31.347,34.007
31.36,33.967
31.377,33.919
31.398,33.866
31.422,33.806
31.447,33.742
31.473,33.674
31.499,33.603
31.524,33.529
31.546,33.452
31.567,33.373
31.585,33.294
31.6,33.217
31.612,33.14
31.622,33.067
31.63,32.997
31.636,32.929
31.642,32.865
31.647,32.802
31.653,32.743
31.659,32.685
31.666,32.628
31.674,32.574
31.682,32.52
31.69,32.468
31.698,32.418
31.706,32.369
31.714,32.322
31.72,32.278
31.726,32.238
31.731,32.205
31.733,32.182
31.733,32.171
31.729,32.179
31.721,32.208
31.707,32.267
31.689,32.361
31.668,32.498
31.644,32.685
31.619,32.928
31.593,33.232
31.567,33.597
31.543,34.024
31.522,34.512
31.506,35.055
31.496,35.646
31.495,36.276
31.505,36.934
31.531,37.607
31.576,38.28
31.646,38.94
31.746,39.572
31.883,40.165
32.063,40.707
32.293,41.188
32.58,41.604
32.931,41.948
33.349,42.22
33.84,42.42
34.403,42.549
35.037,42.612
35.737,42.614
