Trial 1:0back,Trial 6:0back
33.146,36.478
33.68,36.517
34.298,36.539
34.994,36.545
35.759,36.535
36.581,36.512
37.446,36.476
38.336,36.429
39.23,36.37
40.11,36.3
40.956,36.219
41.75,36.127
42.479,36.027
43.13,35.918
43.695,35.802
44.167,35.682
44.545,35.558
44.828,35.431
45.021,35.301
45.128,35.169
45.158,35.036
45.117,34.902
45.015,34.769
44.861,34.635
44.664,34.503
44.431,34.373
44.17,34.245
43.887,34.12
43.588,33.998
43.279,33.88
42.962,33.765
42.643,33.654
42.323,33.546
42.004,33.441
41.687,33.339
41.372,33.239
41.06,33.142
40.751,33.046
40.445,32.95
40.142,32.856
39.841,32.763
39.542,32.673
39.247,32.587
38.955,32.505
38.668,32.428
38.386,32.357
38.109,32.292
37.838,32.233
37.573,32.178
37.315,32.128
37.062,32.082
36.814,32.038
36.569,31.997
36.327,31.959
36.089,31.925
35.853,31.894
35.623,31.865
35.398,31.837
35.182,31.81
34.978,31.783
34.785,31.757
34.607,31.729
34.443,31.701
34.295,31.672
34.164,31.644
34.05,31.616
33.955,31.591
33.878,31.569
33.82,31.55
33.78,31.536
33.76,31.525
33.759,31.517
33.778,31.512
33.816,31.509
33.873,31.508
33.949,31.507
34.042,31.507
34.153,31.508
34.278,31.509
34.415,31.512
34.564,31.515
34.72,31.519
34.882,31.524
35.047,31.528
35.212,31.531
35.375,31.535
35.534,31.541
35.687,31.551
35.831,31.566
35.964,31.589
36.083,31.623
36.188,31.67
36.276,31.737
36.347,31.829
36.399,31.954
36.432,32.119
36.447,32.332
36.444,32.602
36.423,32.937
36.385,33.341
36.332,33.817
36.264,34.365
36.181,34.979
36.085,35.653
35.978,36.376
35.86,37.135
35.736,37.911
35.606,38.687
35.474,39.446
35.341,40.173
35.207,40.853
35.074,41.477
34.941,42.034
34.807,42.518
34.673,42.925
34.537,43.253
34.4,43.504
34.263,43.679
34.125,43.783
33.988,43.822
33.853,43.802
33.722,43.731
33.594,43.614
33.47,43.46
33.348,43.274
33.228,43.065
33.11,42.837
32.993,42.595
32.876,42.345
32.759,42.089
32.644,41.83
32.53,41.571
32.42,41.312
32.313,41.054
32.212,40.797
32.116,40.542
32.027,40.287
31.945,40.034
31.867,39.782
31.795,39.53
31.727,39.28
31.664,39.031
31.604,38.785
31.551,38.542
31.502,38.305
31.46,38.073
31.423,37.848
31.391,37.632
31.363,37.428
31.337,37.239
31.313,37.064
31.289,36.901
31.266,36.746
31.241,36.596
31.216,36.447
31.191,36.297
31.166,36.142
31.142,35.983
31.12,35.819
31.101,35.651
31.084,35.478
31.07,35.303
31.059,35.13
31.051,34.962
31.047,34.802
31.046,34.653
31.048,34.519
31.054,34.402
31.065,34.303
31.08,34.224
31.098,34.167
31.118,34.133
31.139,34.121
31.16,34.134
31.181,34.168
31.201,34.225
31.219,34.303
31.235,34.399
31.25,34.513
31.262,34.641
31.272,34.781
31.279,34.929
31.284,35.084
31.286,35.243
31.286,35.401
31.285,35.556
31.283,35.706
31.282,35.85
31.286,35.986
31.296,36.114
31.316,36.231
31.351,36.336
31.406,36.429
31.488,36.51
31.607,36.578
31.772,36.631
31.991,36.67
32.274,36.693
32.627,36.698
33.057,36.687
33.567,36.657
34.158,36.612
34.828,36.553
35.569,36.482
36.374,36.402
37.228,36.315
38.116,36.222
39.018,36.127
39.914,36.03
40.785,35.93
41.612,35.829
42.377,35.725
43.067,35.618
43.671,35.508
44.18,35.396
44.591,35.283
44.903,35.169
45.118,35.054
45.24,34.939
45.276,34.825
45.235,34.712
45.125,34.601
44.957,34.492
44.742,34.383
44.489,34.276
44.206,34.17
43.902,34.064
43.584,33.959
43.257,33.855
42.926,33.753
42.593,33.652
42.259,33.554
41.928,33.458
41.599,33.365
41.275,33.276
40.954,33.192
40.639,33.111
40.328,33.033
40.023,32.957
39.725,32.883
39.431,32.81
39.144,32.739
38.861,32.67
38.582,32.604
38.305,32.542
38.031,32.482
37.759,32.426
37.489,32.375
37.223,32.33
36.958,32.289
36.696,32.254
36.437,32.224
36.182,32.199
35.931,32.178
35.684,32.163
35.444,32.154
35.212,32.152
34.991,32.154
34.782,32.162
34.587,32.172
34.41,32.184
34.25,32.197
34.11,32.211
33.988,32.227
33.886,32.244
33.803,32.262
33.739,32.28
33.694,32.299
33.667,32.318
33.658,32.339
33.669,32.359
33.699,32.38
33.749,32.401
33.818,32.421
33.907,32.439
34.013,32.454
34.136,32.467
34.274,32.476
34.425,32.483
34.586,32.487
34.753,32.491
34.925,32.494
35.096,32.498
35.266,32.506
35.431,32.521
35.59,32.546
35.74,32.584
35.879,32.642
36.006,32.725
36.12,32.84
36.22,32.996
36.305,33.2
36.373,33.46
36.424,33.78
36.458,34.166
36.474,34.618
36.471,35.135
36.451,35.709
36.413,36.334
36.358,36.998
36.286,37.688
36.199,38.39
36.098,39.088
35.985,39.768
35.862,40.415
35.731,41.018
35.594,41.566
35.454,42.052
