Trial 1:0back,Trial 6:0back
33.751,34.052
33.732,34.082
33.711,34.119
33.687,34.164
33.661,34.217
33.631,34.279
33.598,34.349
33.562,34.427
33.524,34.515
33.484,34.61
33.443,34.711
33.401,34.818
33.358,34.929
33.314,35.042
33.271,35.156
33.229,35.27
33.187,35.382
33.146,35.49
33.107,35.592
33.07,35.687
33.035,35.774
33.004,35.852
32.977,35.919
32.955,35.975
32.937,36.02
32.922,36.053
32.911,36.075
32.903,36.086
32.898,36.087
32.897,36.079
32.899,36.061
32.905,36.035
32.917,36.001
32.935,35.959
32.961,35.913
32.998,35.862
33.048,35.807
33.113,35.75
33.193,35.691
33.29,35.632
33.405,35.572
33.538,35.515
33.688,35.459
33.853,35.406
34.031,35.355
34.218,35.307
34.411,35.262
34.607,35.221
34.802,35.183
34.994,35.149
35.178,35.119
35.352,35.093
35.512,35.069
35.657,35.048
35.786,35.029
35.899,35.013
35.995,35
36.074,34.989
36.137,34.98
36.182,34.973
36.211,34.967
36.226,34.963
36.228,34.958
36.217,34.954
36.195,34.949
36.162,34.945
36.12,34.94
36.071,34.935
36.014,34.929
35.952,34.923
35.886,34.916
35.815,34.91
35.741,34.904
35.664,34.898
35.587,34.893
35.508,34.889
35.429,34.887
35.349,34.886
35.27,34.887
35.192,34.891
35.117,34.897
35.044,34.905
34.975,34.914
34.908,34.926
34.846,34.939
34.786,34.953
34.73,34.967
34.678,34.981
34.629,34.993
34.585,35.004
34.544,35.012
34.507,35.019
34.474,35.023
34.445,35.024
34.42,35.021
34.401,35.014
34.385,35.004
34.373,34.99
34.363,34.974
34.356,34.954
34.351,34.931
34.349,34.905
34.348,34.876
34.347,34.845
34.348,34.813
34.348,34.781
34.349,34.749
34.35,34.719
34.352,34.69
34.353,34.663
34.356,34.639
34.357,34.619
34.359,34.601
34.361,34.586
34.363,34.574
34.366,34.564
34.369,34.557
34.372,34.552
34.374,34.549
34.375,34.547
34.377,34.547
34.378,34.548
34.379,34.55
34.38,34.553
34.381,34.555
34.382,34.556
34.382,34.556
34.382,34.553
34.381,34.548
34.379,34.541
34.376,34.532
34.371,34.519
34.364,34.504
34.355,34.487
34.344,34.468
34.331,34.447
34.314,34.426
34.294,34.404
34.271,34.382
34.244,34.36
34.213,34.34
34.179,34.321
34.143,34.305
34.106,34.292
34.068,34.28
34.027,34.27
33.983,34.263
33.937,34.258
33.889,34.254
33.84,34.251
33.79,34.247
33.742,34.243
33.696,34.239
33.654,34.238
33.615,34.238
33.58,34.239
33.551,34.243
33.526,34.25
33.506,34.26
33.491,34.275
33.48,34.295
33.474,34.32
33.472,34.35
33.474,34.385
33.478,34.427
33.484,34.476
33.489,34.533
33.491,34.599
33.491,34.673
33.486,34.754
33.477,34.845
33.461,34.944
33.439,35.052
33.41,35.167
33.376,35.288
33.339,35.412
33.298,35.537
33.255,35.662
33.213,35.783
33.172,35.899
33.134,36.007
33.101,36.106
33.075,36.195
33.058,36.272
33.052,36.337
33.057,36.39
33.076,36.43
33.113,36.458
33.173,36.473
33.264,36.476
33.381,36.468
33.517,36.449
33.666,36.421
33.826,36.384
33.995,36.339
34.171,36.287
34.353,36.231
34.539,36.171
34.726,36.11
34.912,36.049
35.095,35.988
35.274,35.929
35.446,35.873
35.609,35.822
35.759,35.776
35.895,35.734
36.015,35.698
36.119,35.666
36.205,35.638
36.273,35.614
36.323,35.595
36.355,35.579
36.371,35.566
36.371,35.556
36.357,35.549
36.331,35.543
36.293,35.54
36.246,35.538
36.191,35.537
36.13,35.534
36.065,35.53
36,35.524
35.934,35.516
35.87,35.507
35.809,35.497
35.75,35.486
35.696,35.474
35.647,35.462
35.604,35.449
35.564,35.438
35.529,35.428
35.496,35.422
35.467,35.418
35.439,35.417
35.412,35.42
35.386,35.426
35.36,35.435
35.332,35.448
35.302,35.464
35.271,35.483
35.239,35.503
35.204,35.525
35.168,35.548
35.13,35.572
35.091,35.597
