Trial 1:0back,Trial 6:0back
1.472,1.224
1.471,1.223
1.471,1.223
1.471,1.223
1.471,1.223
1.471,1.223
1.471,1.223
1.471,1.222
1.471,1.223
1.471,1.223
1.47,1.222
1.47,1.222
1.471,1.223
1.471,1.223
1.47,1.222
1.47,1.222
1.471,1.222
1.471,1.223
1.471,1.222
1.471,1.222
1.471,1.222
1.471,1.222
1.471,1.222
1.47,1.222
1.47,1.222
1.471,1.222
1.471,1.222
1.469,1.222
1.469,1.222
1.47,1.222
1.47,1.223
1.47,1.222
1.469,1.222
1.47,1.222
1.47,1.222
1.47,1.222
1.469,1.221
1.469,1.222
1.469,1.222
1.469,1.222
1.469,1.221
1.469,1.222
1.47,1.222
1.47,1.222
1.469,1.222
1.469,1.221
1.469,1.222
1.469,1.222
1.468,1.222
1.468,1.221
1.469,1.222
1.469,1.222
1.468,1.222
1.468,1.222
1.468,1.222
1.469,1.222
1.468,1.222
1.468,1.221
1.468,1.221
1.468,1.222
1.468,1.222
1.467,1.222
1.467,1.222
1.468,1.222
1.469,1.223
1.468,1.222
1.467,1.222
1.468,1.222
1.468,1.223
1.467,1.223
1.466,1.223
1.467,1.223
1.467,1.223
1.467,1.223
1.466,1.222
1.466,1.222
1.466,1.222
1.467,1.223
1.466,1.222
1.466,1.222
1.466,1.222
1.467,1.223
1.466,1.223
1.466,1.222
1.466,1.223
1.467,1.224
1.467,1.224
1.466,1.223
1.466,1.223
1.467,1.224
1.466,1.224
1.465,1.224
1.465,1.224
1.466,1.224
1.466,1.225
1.465,1.224
1.464,1.224
1.465,1.224
1.465,1.225
1.465,1.225
1.464,1.224
1.464,1.224
1.464,1.225
1.464,1.225
1.463,1.225
1.463,1.225
1.464,1.225
1.464,1.225
1.464,1.225
1.464,1.224
1.464,1.225
1.464,1.226
1.464,1.225
1.463,1.225
1.463,1.226
1.463,1.226
1.463,1.226
1.463,1.226
1.463,1.226
1.463,1.227
1.463,1.227
1.462,1.226
1.463,1.226
1.463,1.227
1.463,1.228
1.462,1.227
1.462,1.227
1.463,1.228
1.463,1.228
1.463,1.228
1.462,1.228
1.463,1.228
1.463,1.229
1.463,1.229
1.462,1.229
1.462,1.229
1.462,1.23
1.463,1.23
1.462,1.229
1.462,1.229
1.462,1.23
1.463,1.23
1.463,1.23
1.462,1.23
1.463,1.23
1.463,1.23
1.463,1.23
1.462,1.23
1.462,1.23
1.462,1.231
1.462,1.231
1.462,1.23
1.462,1.23
1.463,1.231
