Trial 1:0back,Trial 6:0back
37.555,36.966
37.488,36.931
37.422,36.897
37.356,36.862
37.291,36.827
37.226,36.792
37.161,36.756
37.098,36.72
37.035,36.682
36.974,36.644
36.914,36.605
36.856,36.566
36.8,36.528
36.746,36.489
36.695,36.45
36.645,36.412
36.597,36.375
36.548,36.34
36.5,36.307
36.45,36.275
36.398,36.247
36.345,36.222
36.289,36.2
36.231,36.183
36.174,36.17
36.117,36.161
36.064,36.157
36.014,36.158
35.97,36.162
35.932,36.17
35.901,36.182
35.878,36.197
35.863,36.215
35.858,36.237
35.863,36.261
35.876,36.289
35.898,36.318
35.927,36.349
35.962,36.381
36.002,36.414
36.046,36.445
36.093,36.473
36.142,36.498
36.193,36.52
36.245,36.537
36.296,36.551
36.346,36.562
36.393,36.57
36.437,36.575
36.475,36.578
36.508,36.579
36.536,36.577
36.557,36.572
36.572,36.565
36.58,36.555
36.582,36.542
36.577,36.526
36.566,36.507
36.548,36.484
36.524,36.458
36.494,36.429
36.459,36.397
36.419,36.362
36.377,36.326
36.331,36.288
36.284,36.249
36.236,36.209
36.188,36.17
36.139,36.129
36.09,36.089
36.042,36.048
35.993,36.008
35.943,35.969
35.894,35.931
35.844,35.894
35.795,35.858
35.747,35.823
35.699,35.789
35.653,35.756
35.609,35.724
35.566,35.694
35.524,35.664
35.484,35.636
35.445,35.61
35.407,35.584
35.369,35.56
35.332,35.538
35.295,35.516
35.257,35.495
35.219,35.475
35.181,35.455
35.143,35.435
35.107,35.415
35.073,35.396
35.041,35.378
35.012,35.359
34.987,35.341
34.964,35.324
34.942,35.305
34.923,35.287
34.905,35.269
34.887,35.251
34.871,35.233
34.854,35.214
34.837,35.195
34.821,35.177
34.803,35.16
34.786,35.144
34.769,35.13
34.753,35.117
34.737,35.107
34.722,35.097
34.708,35.089
34.694,35.081
34.68,35.073
34.666,35.065
34.652,35.057
34.637,35.049
34.62,35.041
34.603,35.031
34.585,35.021
34.566,35.01
34.548,34.998
34.531,34.986
34.515,34.972
34.5,34.958
34.486,34.944
34.474,34.93
34.462,34.916
34.451,34.903
34.44,34.89
34.43,34.878
34.421,34.866
34.412,34.854
34.404,34.842
34.395,34.831
34.386,34.82
34.377,34.809
34.369,34.796
34.36,34.782
34.351,34.766
34.341,34.749
34.329,34.73
34.316,34.711
34.301,34.693
34.284,34.675
34.267,34.658
34.248,34.643
34.229,34.628
34.208,34.614
34.185,34.601
34.161,34.588
34.136,34.575
34.111,34.562
34.086,34.548
34.062,34.534
34.04,34.518
34.019,34.502
34,34.484
33.982,34.466
33.965,34.448
33.947,34.429
33.929,34.41
33.911,34.39
33.892,34.371
33.873,34.353
33.854,34.336
33.836,34.32
33.817,34.308
33.799,34.3
33.782,34.296
33.764,34.299
33.747,34.311
33.729,34.333
33.713,34.369
33.699,34.418
33.689,34.484
33.687,34.566
33.694,34.665
33.715,34.78
33.751,34.911
33.807,35.058
33.885,35.218
33.987,35.39
34.116,35.572
34.271,35.761
34.451,35.953
34.656,36.147
34.881,36.338
35.124,36.523
35.38,36.699
35.644,36.865
35.911,37.017
36.178,37.155
36.442,37.277
36.699,37.384
36.947,37.475
37.182,37.55
37.404,37.611
37.609,37.658
37.797,37.692
37.966,37.714
38.114,37.726
38.242,37.729
38.349,37.723
38.435,37.711
38.5,37.693
38.545,37.67
38.572,37.644
38.581,37.615
38.576,37.583
38.556,37.55
38.525,37.515
38.485,37.479
38.436,37.443
38.382,37.405
38.322,37.367
38.261,37.329
38.198,37.289
38.134,37.25
38.072,37.212
38.01,37.176
37.949,37.142
37.891,37.11
37.835,37.08
37.781,37.052
37.73,37.025
37.682,37
37.635,36.974
37.589,36.948
37.545,36.92
37.502,36.89
37.46,36.858
37.417,36.824
37.375,36.79
37.332,36.753
37.289,36.717
37.247,36.679
37.204,36.643
37.16,36.608
37.117,36.575
37.073,36.545
37.028,36.52
36.983,36.498
36.938,36.482
36.894,36.471
36.851,36.466
36.811,36.467
36.773,36.473
36.74,36.484
36.713,36.5
36.693,36.521
36.68,36.545
36.675,36.572
36.677,36.601
36.686,36.631
36.702,36.662
36.724,36.692
36.751,36.721
36.781,36.749
36.814,36.774
36.846,36.796
36.878,36.817
36.909,36.834
36.938,36.848
36.965,36.859
36.99,36.866
37.014,36.87
37.035,36.869
37.052,36.864
37.067,36.854
37.079,36.84
37.087,36.821
37.091,36.798
37.092,36.77
37.089,36.74
37.081,36.708
37.068,36.674
37.05,36.639
37.024,36.602
36.993,36.564
36.956,36.525
36.915,36.486
36.869,36.447
36.819,36.408
36.766,36.369
36.712,36.33
36.655,36.292
36.598,36.254
36.54,36.216
36.483,36.178
36.427,36.141
36.373,36.104
36.32,36.067
36.268,36.03
36.218,35.993
36.17,35.955
36.122,35.917
36.076,35.88
36.031,35.843
35.987,35.808
35.944,35.773
35.901,35.74
35.859,35.707
35.817,35.676
35.776,35.646
35.736,35.615
35.698,35.585
35.661,35.555
35.627,35.526
35.593,35.497
35.562,35.467
35.531,35.438
35.5,35.408
35.469,35.378
35.439,35.347
35.41,35.317
35.381,35.286
35.352,35.256
35.323,35.226
35.295,35.196
35.267,35.166
35.24,35.135
35.214,35.104
35.19,35.072
35.166,35.038
35.144,35.004
35.123,34.969
35.103,34.934
35.084,34.9
35.064,34.867
35.043,34.836
35.022,34.808
35.002,34.782
34.981,34.759
34.963,34.739
34.945,34.721
34.929,34.705
34.915,34.691
34.901,34.677
34.888,34.664
34.875,34.651
34.863,34.637
34.852,34.624
34.84,34.611
34.828,34.598
34.814,34.586
34.8,34.572
34.783,34.559
34.765,34.545
34.745,34.53
34.726,34.516
34.706,34.501
34.686,34.486
34.668,34.472
34.65,34.458
34.634,34.445
34.618,34.432
34.603,34.42
34.587,34.409
34.572,34.398
34.556,34.387
34.54,34.377
34.524,34.365
34.506,34.354
34.488,34.341
34.468,34.328
34.448,34.315
34.427,34.3
34.406,34.285
34.385,34.269
34.363,34.252
34.342,34.234
34.322,34.215
34.301,34.196
34.28,34.177
34.258,34.158
34.235,34.14
34.211,34.121
34.186,34.104
34.161,34.087
34.136,34.072
34.111,34.059
34.087,34.048
34.064,34.04
34.041,34.033
34.019,34.029
33.998,34.028
33.976,34.03
33.955,34.037
33.933,34.05
33.911,34.071
33.888,34.103
33.864,34.146
33.839,34.204
33.813,34.279
33.787,34.371
33.763,34.482
33.742,34.61
33.726,34.757
33.715,34.919
33.712,35.096
33.719,35.284
33.74,35.481
33.775,35.684
33.828,35.888
33.901,36.09
33.994,36.287
34.11,36.475
34.25,36.653
34.413,36.817
34.599,36.967
34.807,37.1
35.035,37.217
35.279,37.316
35.537,37.398
35.803,37.464
36.074,37.515
36.345,37.552
36.61,37.576
36.866,37.588
37.109,37.59
37.335,37.583
37.544,37.569
37.731,37.548
37.896,37.522
38.037,37.491
38.155,37.458
38.249,37.422
38.321,37.385
38.372,37.348
38.403,37.31
38.417,37.272
38.417,37.233
38.403,37.194
38.38,37.156
38.347,37.117
38.308,37.079
38.263,37.041
38.213,37.003
38.16,36.966
38.104,36.93
38.046,36.896
37.987,36.864
37.927,36.833
37.866,36.803
37.805,36.774
37.746,36.746
37.688,36.717
37.632,36.689
37.578,36.66
37.527,36.629
37.478,36.597
37.432,36.563
37.389,36.527
37.347,36.49
37.308,36.453
37.269,36.415
37.232,36.377
37.194,36.34
37.155,36.304
37.114,36.271
37.07,36.241
37.023,36.214
36.974,36.192
36.921,36.175
36.866,36.164
36.808,36.158
36.751,36.158
36.694,36.164
36.639,36.175
36.588,36.191
36.541,36.21
36.501,36.232
36.466,36.256
36.439,36.282
36.418,36.308
36.405,36.335
36.398,36.362
36.398,36.389
36.404,36.414
36.415,36.439
36.429,36.462
36.448,36.483
36.47,36.502
36.494,36.518
36.52,36.529
36.548,36.536
36.577,36.537
36.606,36.533
36.635,36.524
36.662,36.51
36.688,36.49
36.712,36.467
36.732,36.441
36.748,36.413
36.759,36.384
36.765,36.353
36.765,36.321
36.759,36.286
36.746,36.249
36.727,36.211
36.703,36.173
36.673,36.134
36.639,36.095
36.601,36.055
36.56,36.015
36.517,35.975
36.471,35.934
36.424,35.894
36.375,35.852
36.326,35.811
36.275,35.77
36.224,35.729
36.172,35.688
36.119,35.649
36.065,35.609
36.009,35.571
35.953,35.534
35.896,35.498
35.839,35.464
35.782,35.432
35.726,35.4
35.672,35.37
35.62,35.34
35.57,35.311
35.521,35.283
35.475,35.255
35.429,35.227
35.385,35.198
35.343,35.17
35.301,35.141
35.259,35.114
35.218,35.087
35.177,35.061
35.137,35.036
35.098,35.012
35.059,34.988
35.022,34.965
34.985,34.944
34.95,34.923
34.917,34.903
34.885,34.885
34.855,34.868
34.827,34.852
34.801,34.838
34.777,34.825
34.755,34.814
34.733,34.803
34.714,34.794
34.695,34.786
34.678,34.777
34.661,34.769
34.646,34.761
34.631,34.752
34.617,34.742
34.603,34.732
34.589,34.721
34.574,34.709
34.559,34.697
34.543,34.684
34.525,34.671
34.506,34.658
34.484,34.645
34.461,34.633
34.437,34.62
34.414,34.606
34.391,34.592
34.371,34.576
34.354,34.559
34.339,34.54
34.327,34.521
34.316,34.501
34.307,34.481
34.298,34.462
34.29,34.442
34.28,34.424
34.27,34.406
34.258,34.388
34.244,34.371
34.228,34.353
34.211,34.336
34.192,34.319
34.172,34.302
34.153,34.286
34.133,34.27
34.113,34.255
34.093,34.241
34.072,34.227
34.051,34.214
34.028,34.201
34.005,34.189
33.98,34.176
33.954,34.163
33.927,34.15
33.9,34.137
33.873,34.124
33.846,34.109
33.819,34.094
33.793,34.078
33.768,34.061
33.744,34.044
33.72,34.027
33.697,34.01
33.674,33.994
33.652,33.978
33.629,33.962
33.607,33.946
33.586,33.932
33.566,33.919
33.548,33.908
33.531,33.9
33.516,33.897
33.503,33.901
33.491,33.914
33.479,33.937
33.467,33.973
33.453,34.022
33.437,34.086
33.419,34.165
33.399,34.261
33.376,34.374
33.352,34.503
33.328,34.648
33.303,34.806
33.278,34.977
33.254,35.157
33.23,35.344
33.207,35.535
33.184,35.727
33.162,35.917
33.139,36.102
33.115,36.278
33.09,36.444
33.065,36.597
33.04,36.735
33.016,36.856
32.994,36.961
32.974,37.049
32.959,37.12
32.949,37.174
32.947,37.214
32.953,37.238
32.969,37.25
32.998,37.249
33.04,37.239
33.097,37.219
33.173,37.192
33.268,37.159
33.383,37.123
33.521,37.084
33.681,37.043
33.863,37.001
34.065,36.959
34.286,36.916
34.521,36.873
34.767,36.829
35.019,36.784
35.274,36.74
35.527,36.696
35.775,36.652
36.013,36.609
36.24,36.566
36.451,36.524
36.645,36.483
36.818,36.442
36.969,36.401
37.097,36.36
37.203,36.319
37.286,36.278
37.348,36.238
37.389,36.197
37.412,36.155
37.418,36.114
37.409,36.072
37.385,36.031
37.35,35.989
37.305,35.948
37.251,35.908
37.19,35.868
37.124,35.829
37.056,35.793
36.986,35.759
36.917,35.727
36.848,35.699
36.78,35.673
36.715,35.652
36.651,35.636
36.591,35.624
36.533,35.618
36.479,35.617
36.428,35.622
36.381,35.633
36.337,35.649
36.295,35.67
36.255,35.696
36.216,35.726
36.177,35.76
36.14,35.797
36.101,35.835
36.062,35.872
36.02,35.908
35.976,35.942
35.929,35.972
35.879,35.999
35.827,36.021
35.774,36.039
35.722,36.052
35.669,36.059
35.619,36.062
35.57,36.06
35.523,36.052
35.48,36.04
35.44,36.024
35.405,36.004
35.375,35.982
35.351,35.957
35.332,35.93
35.318,35.901
35.311,35.871
35.311,35.839
35.317,35.805
35.329,35.77
35.348,35.733
35.372,35.695
35.402,35.655
35.435,35.615
35.472,35.573
35.511,35.532
35.551,35.489
35.59,35.446
35.628,35.403
35.663,35.36
35.695,35.318
35.723,35.277
35.746,35.235
35.764,35.194
35.777,35.153
35.784,35.11
35.786,35.068
35.783,35.025
35.775,34.984
35.762,34.942
35.743,34.902
35.719,34.863
35.691,34.826
35.658,34.789
35.622,34.753
35.581,34.718
35.538,34.685
35.492,34.652
35.443,34.621
35.391,34.59
35.339,34.561
35.284,34.532
35.229,34.503
35.172,34.474
35.116,34.445
35.06,34.414
35.005,34.382
34.951,34.349
34.899,34.315
34.849,34.281
34.801,34.246
34.756,34.212
34.714,34.18
34.675,34.148
34.639,34.119
34.606,34.092
34.577,34.068
34.55,34.046
34.525,34.026
34.502,34.009
34.48,33.993
34.46,33.98
34.44,33.967
34.422,33.956
34.403,33.946
34.383,33.936
34.363,33.928
34.341,33.919
34.317,33.911
34.293,33.902
34.267,33.894
34.242,33.885
34.216,33.877
34.192,33.868
34.169,33.859
34.148,33.85
34.129,33.841
34.111,33.832
34.094,33.822
34.079,33.812
34.064,33.801
34.05,33.79
34.037,33.778
34.025,33.766
34.013,33.755
34.001,33.743
33.989,33.732
33.976,33.721
33.963,33.71
33.948,33.7
33.934,33.69
33.92,33.681
33.907,33.671
33.894,33.662
33.882,33.653
33.871,33.643
33.861,33.632
33.851,33.62
33.842,33.608
33.833,33.595
33.825,33.582
33.816,33.568
33.807,33.554
33.796,33.54
33.786,33.525
33.774,33.51
33.762,33.494
33.749,33.476
33.734,33.458
33.718,33.439
33.702,33.419
33.684,33.399
33.665,33.379
33.646,33.359
33.627,33.338
33.609,33.318
33.592,33.297
33.576,33.277
33.562,33.258
33.55,33.243
33.54,33.232
33.531,33.228
33.524,33.231
33.517,33.244
33.511,33.267
33.504,33.304
33.496,33.355
33.486,33.421
33.475,33.504
33.463,33.604
33.45,33.721
33.437,33.853
33.423,34
33.408,34.16
33.394,34.332
33.378,34.513
33.363,34.698
33.346,34.886
33.329,35.073
33.311,35.255
33.293,35.429
33.274,35.595
33.255,35.749
33.236,35.891
33.218,36.018
33.201,36.129
33.186,36.225
33.173,36.306
33.161,36.371
33.151,36.422
33.142,36.459
33.133,36.484
33.125,36.498
33.117,36.5
33.109,36.493
33.099,36.478
33.089,36.454
33.078,36.425
33.067,36.39
33.054,36.351
33.041,36.309
33.028,36.265
33.015,36.221
33.001,36.176
32.986,36.133
32.972,36.092
32.956,36.052
32.941,36.014
32.925,35.979
32.91,35.945
32.895,35.913
32.882,35.883
32.871,35.855
32.863,35.827
32.861,35.8
32.866,35.774
32.881,35.747
32.908,35.72
32.949,35.692
33.007,35.662
33.083,35.632
33.177,35.601
33.291,35.569
33.425,35.536
33.578,35.503
33.749,35.469
33.938,35.436
34.142,35.403
34.357,35.371
34.581,35.34
34.81,35.31
35.039,35.283
35.266,35.259
35.486,35.237
35.695,35.219
35.892,35.206
36.072,35.196
36.234,35.191
36.377,35.189
36.499,35.191
36.599,35.197
36.678,35.205
36.735,35.217
36.772,35.233
36.789,35.252
36.788,35.275
36.772,35.301
36.742,35.331
36.7,35.363
36.649,35.397
36.59,35.432
36.525,35.467
36.455,35.502
36.381,35.535
36.304,35.565
36.225,35.591
36.146,35.613
36.067,35.63
35.989,35.642
35.914,35.65
35.841,35.654
35.772,35.653
35.708,35.65
35.648,35.643
35.592,35.635
35.54,35.625
35.492,35.613
35.448,35.6
35.407,35.585
35.368,35.568
35.33,35.549
35.292,35.527
35.253,35.503
35.213,35.476
35.17,35.446
35.124,35.414
35.076,35.38
35.025,35.345
34.973,35.307
34.92,35.269
34.867,35.231
34.815,35.194
34.767,35.157
34.723,35.121
34.684,35.086
34.652,35.05
34.626,35.015
34.608,34.981
34.597,34.947
34.593,34.916
34.597,34.886
34.606,34.859
34.622,34.834
34.644,34.813
34.671,34.793
34.703,34.777
34.74,34.762
34.78,34.749
34.825,34.736
34.872,34.725
34.921,34.713
34.972,34.7
35.023,34.688
35.073,34.675
35.121,34.662
35.165,34.649
35.205,34.635
35.24,34.623
35.268,34.61
35.29,34.598
35.305,34.588
35.312,34.578
35.313,34.569
35.307,34.561
35.294,34.555
35.274,34.548
35.249,34.54
35.218,34.532
35.183,34.522
35.146,34.512
35.105,34.5
35.063,34.488
35.019,34.475
34.973,34.461
34.927,34.449
34.88,34.436
34.833,34.424
34.787,34.414
34.742,34.404
34.698,34.395
34.654,34.387
34.612,34.381
34.57,34.376
34.529,34.373
34.49,34.37
34.453,34.367
34.417,34.365
34.383,34.361
34.351,34.357
34.32,34.351
34.29,34.343
34.261,34.334
34.233,34.323
34.206,34.309
34.179,34.295
34.154,34.279
34.131,34.262
34.11,34.247
34.091,34.233
34.074,34.219
34.059,34.208
34.045,34.197
34.032,34.188
34.02,34.179
34.008,34.171
33.996,34.162
33.984,34.154
33.973,34.146
33.963,34.138
33.953,34.129
33.945,34.119
33.937,34.107
33.932,34.093
33.928,34.077
33.927,34.06
33.927,34.041
33.928,34.021
33.929,33.999
33.93,33.976
33.93,33.952
33.928,33.927
