Trial 3:3back,Trial 5:3back
34.621,33.728
34.634,33.728
34.649,33.73
34.662,33.734
34.675,33.74
34.687,33.748
34.697,33.757
34.703,33.769
34.706,33.782
34.703,33.798
34.697,33.816
34.685,33.836
34.671,33.86
34.653,33.886
34.634,33.914
34.613,33.944
34.592,33.974
34.572,34.005
34.554,34.035
34.54,34.064
34.528,34.091
34.521,34.115
34.518,34.137
34.517,34.155
34.519,34.17
34.524,34.182
34.53,34.191
34.536,34.197
34.543,34.202
34.549,34.206
34.553,34.208
34.555,34.207
34.555,34.205
34.552,34.199
34.546,34.191
34.537,34.182
34.525,34.171
34.51,34.16
34.492,34.151
34.471,34.146
34.448,34.145
34.424,34.151
34.401,34.166
34.378,34.192
34.357,34.229
34.337,34.281
34.319,34.347
34.302,34.431
34.289,34.531
34.277,34.649
34.268,34.784
34.262,34.935
34.258,35.102
34.257,35.281
34.26,35.471
34.267,35.668
34.28,35.867
34.3,36.064
34.329,36.256
34.37,36.438
34.423,36.605
34.49,36.755
34.574,36.885
34.675,36.994
34.794,37.082
34.931,37.147
35.085,37.192
35.253,37.219
35.434,37.228
35.622,37.222
35.815,37.202
36.008,37.172
36.198,37.132
36.379,37.086
36.548,37.034
36.702,36.979
36.837,36.922
36.953,36.865
37.048,36.808
37.121,36.752
37.172,36.698
37.202,36.648
37.212,36.6
37.205,36.555
37.183,36.514
37.149,36.477
37.106,36.444
37.056,36.415
37.001,36.39
36.944,36.369
36.885,36.352
36.824,36.339
36.763,36.329
36.702,36.322
36.644,36.316
36.589,36.312
36.538,36.309
36.494,36.307
36.456,36.306
36.425,36.304
36.402,36.3
36.387,36.295
36.379,36.286
36.376,36.274
36.379,36.258
36.387,36.239
36.397,36.216
36.407,36.189
36.413,36.16
36.409,36.128
36.395,36.094
36.374,36.059
36.347,36.023
36.316,35.987
36.282,35.952
36.247,35.918
36.21,35.885
36.174,35.854
36.139,35.823
36.104,35.794
36.07,35.767
36.037,35.741
36.002,35.718
35.967,35.697
35.929,35.68
35.889,35.665
35.846,35.652
35.798,35.641
35.747,35.63
35.692,35.621
35.635,35.611
35.576,35.602
35.516,35.593
35.457,35.583
35.401,35.572
35.349,35.56
35.301,35.546
35.259,35.532
35.223,35.517
35.193,35.501
35.168,35.486
35.148,35.471
35.133,35.458
35.122,35.452
35.113,35.452
35.108,35.456
35.105,35.463
35.105,35.472
35.106,35.481
