Trial 3:3back,Trial 5:3back
34.492,35.368
34.496,35.384
34.505,35.405
34.519,35.431
34.537,35.463
34.561,35.502
34.591,35.547
34.627,35.6
34.669,35.658
34.72,35.723
34.779,35.793
34.847,35.868
34.924,35.945
35.013,36.024
35.111,36.102
35.22,36.179
35.339,36.253
35.467,36.323
35.602,36.388
35.743,36.448
35.887,36.5
36.033,36.546
36.178,36.585
36.322,36.617
36.463,36.642
36.598,36.66
36.727,36.671
36.847,36.676
36.959,36.675
37.06,36.668
37.15,36.657
37.228,36.641
37.295,36.621
37.351,36.598
37.396,36.572
37.433,36.545
37.463,36.517
37.486,36.489
37.505,36.462
37.519,36.435
37.53,36.408
37.539,36.383
37.544,36.358
37.545,36.334
37.544,36.312
37.539,36.29
37.53,36.268
37.516,36.247
37.499,36.225
37.477,36.202
37.451,36.18
37.422,36.157
37.389,36.136
37.355,36.115
37.318,36.095
37.28,36.076
37.239,36.057
37.196,36.039
37.15,36.021
37.102,36.003
37.052,35.985
37,35.967
36.947,35.95
36.893,35.933
36.838,35.917
36.782,35.902
36.726,35.887
36.67,35.874
36.614,35.863
36.558,35.853
36.503,35.846
36.449,35.84
36.397,35.836
36.348,35.833
36.302,35.831
36.26,35.83
36.222,35.83
36.189,35.831
36.161,35.832
36.137,35.835
36.118,35.839
36.103,35.845
36.093,35.853
36.087,35.862
36.084,35.873
36.084,35.885
36.087,35.899
36.092,35.913
36.1,35.928
36.11,35.944
36.122,35.96
36.136,35.976
36.15,35.992
36.165,36.007
36.179,36.021
36.192,36.035
36.205,36.047
36.217,36.058
36.228,36.067
36.239,36.075
36.25,36.08
36.26,36.084
36.269,36.085
36.278,36.084
36.286,36.081
36.294,36.076
36.301,36.069
36.306,36.06
36.31,36.049
36.311,36.036
36.31,36.022
36.306,36.006
36.3,35.989
36.291,35.97
36.279,35.949
36.266,35.929
36.25,35.908
36.233,35.887
36.215,35.868
36.195,35.85
36.175,35.834
36.155,35.82
36.134,35.806
36.112,35.793
36.09,35.781
36.066,35.77
36.04,35.759
36.011,35.748
35.98,35.736
35.947,35.723
35.911,35.711
35.874,35.697
35.835,35.683
35.796,35.668
35.756,35.652
35.716,35.636
35.677,35.62
35.638,35.606
35.6,35.592
35.564,35.579
35.529,35.566
35.496,35.555
35.464,35.544
35.433,35.534
35.402,35.523
35.372,35.513
35.342,35.503
35.311,35.494
35.281,35.485
35.249,35.476
35.217,35.469
35.184,35.464
35.152,35.461
35.121,35.459
35.091,35.459
35.065,35.46
35.041,35.463
35.019,35.467
35,35.473
34.982,35.48
34.965,35.488
34.947,35.499
34.929,35.513
34.911,35.529
34.891,35.549
34.869,35.574
34.846,35.603
34.821,35.638
34.795,35.68
34.768,35.728
34.74,35.784
34.712,35.846
34.684,35.914
34.656,35.987
34.629,36.065
34.602,36.146
34.577,36.229
34.553,36.312
34.532,36.395
34.513,36.476
34.497,36.554
34.484,36.627
34.472,36.694
34.461,36.754
34.452,36.807
34.444,36.852
34.438,36.89
34.433,36.92
34.432,36.943
34.434,36.959
34.441,36.969
34.453,36.972
34.472,36.97
34.496,36.963
34.529,36.953
34.57,36.94
34.619,36.927
34.679,36.912
34.748,36.898
34.828,36.884
34.918,36.871
35.019,36.857
35.128,36.842
35.247,36.827
35.372,36.81
35.505,36.792
35.642,36.773
35.784,36.753
35.928,36.732
36.074,36.712
36.221,36.691
36.366,36.672
36.508,36.653
36.646,36.636
36.778,36.619
36.904,36.601
37.021,36.583
37.13,36.565
37.228,36.545
37.315,36.524
37.392,36.502
37.457,36.479
37.512,36.455
37.558,36.43
37.594,36.406
37.621,36.382
37.639,36.358
37.649,36.336
37.652,36.315
37.648,36.295
37.638,36.279
37.623,36.266
37.604,36.255
37.582,36.249
37.557,36.245
37.53,36.245
37.502,36.246
37.472,36.25
37.441,36.255
37.408,36.261
37.375,36.268
37.341,36.276
37.306,36.285
37.271,36.294
37.236,36.303
37.2,36.314
37.164,36.325
37.126,36.337
37.088,36.351
37.048,36.366
37.007,36.383
36.964,36.402
36.919,36.422
36.872,36.442
36.822,36.463
36.77,36.484
36.715,36.504
36.659,36.523
36.603,36.54
36.547,36.556
36.492,36.569
36.439,36.579
36.388,36.587
36.34,36.592
36.295,36.595
36.253,36.594
36.214,36.591
36.18,36.583
36.149,36.573
36.123,36.56
36.103,36.545
36.089,36.529
36.08,36.513
36.077,36.496
36.079,36.48
36.086,36.464
36.097,36.448
36.111,36.432
36.128,36.416
36.146,36.4
36.165,36.383
36.184,36.365
36.205,36.346
36.226,36.325
36.246,36.303
36.267,36.279
36.287,36.254
36.306,36.228
36.323,36.202
36.338,36.175
36.351,36.15
36.36,36.125
36.368,36.102
36.373,36.081
36.376,36.06
36.377,36.041
36.377,36.024
36.376,36.009
36.373,35.995
36.369,35.984
36.364,35.974
36.357,35.965
36.348,35.957
36.338,35.949
36.327,35.941
36.313,35.933
36.298,35.925
36.282,35.916
36.264,35.907
36.245,35.899
36.226,35.891
36.205,35.883
36.184,35.875
36.163,35.868
36.142,35.86
36.121,35.853
36.098,35.846
36.075,35.839
36.051,35.833
36.026,35.826
36.001,35.82
35.974,35.813
35.946,35.806
35.916,35.799
35.883,35.791
35.848,35.783
35.81,35.775
35.771,35.767
35.73,35.758
35.688,35.749
35.647,35.739
35.608,35.729
35.57,35.718
35.534,35.708
35.499,35.699
35.466,35.69
35.434,35.683
35.403,35.678
35.373,35.674
35.343,35.673
35.312,35.673
35.281,35.675
35.25,35.679
35.218,35.684
35.187,35.692
35.155,35.703
35.125,35.716
35.095,35.732
35.067,35.752
35.04,35.775
35.014,35.803
34.991,35.835
34.968,35.872
34.947,35.915
34.927,35.963
34.907,36.017
34.886,36.075
34.864,36.138
34.841,36.205
34.816,36.275
34.79,36.348
34.762,36.424
34.734,36.501
34.706,36.578
34.68,36.655
34.654,36.728
34.629,36.798
34.605,36.863
34.582,36.922
34.56,36.974
34.539,37.019
34.519,37.057
34.501,37.087
34.483,37.11
34.466,37.126
34.451,37.134
34.437,37.137
34.425,37.132
34.414,37.122
34.406,37.106
34.4,37.085
34.396,37.062
34.395,37.036
34.399,37.009
34.409,36.982
34.426,36.955
34.451,36.928
34.485,36.903
34.53,36.879
34.585,36.859
34.651,36.84
34.728,36.823
34.817,36.808
34.916,36.793
35.027,36.778
35.147,36.763
35.277,36.746
35.416,36.728
35.561,36.709
35.712,36.689
35.867,36.668
36.024,36.645
36.182,36.623
36.34,36.599
36.497,36.576
36.649,36.554
36.797,36.532
36.938,36.511
37.071,36.492
37.194,36.475
37.308,36.46
37.411,36.446
37.503,36.433
37.584,36.421
37.653,36.409
37.711,36.398
37.758,36.387
37.794,36.375
37.818,36.365
37.832,36.354
37.837,36.345
37.832,36.336
37.819,36.33
37.799,36.327
37.773,36.326
37.741,36.327
37.705,36.331
37.666,36.337
37.625,36.344
37.583,36.352
37.54,36.36
37.499,36.368
37.458,36.375
37.419,36.381
37.38,36.385
37.342,36.388
37.304,36.39
37.265,36.39
37.226,36.389
37.185,36.387
37.143,36.383
37.1,36.38
37.057,36.376
37.012,36.371
36.967,36.367
36.922,36.362
36.875,36.357
36.827,36.352
36.779,36.346
36.73,36.34
36.68,36.334
36.628,36.328
36.575,36.322
36.521,36.316
36.466,36.309
36.41,36.303
36.355,36.297
36.301,36.291
36.249,36.285
36.2,36.279
36.155,36.273
36.115,36.266
36.081,36.258
36.051,36.25
36.029,36.241
36.013,36.231
36.004,36.221
36.002,36.21
36.007,36.199
36.018,36.186
36.033,36.173
36.053,36.158
36.075,36.142
36.099,36.125
36.123,36.109
36.146,36.092
36.168,36.076
36.188,36.061
36.206,36.046
36.221,36.032
36.235,36.019
36.247,36.008
36.259,35.997
36.27,35.986
36.28,35.977
36.288,35.967
36.294,35.957
36.298,35.947
36.3,35.937
36.298,35.926
36.295,35.916
36.288,35.906
36.28,35.897
36.27,35.887
36.257,35.878
36.242,35.868
36.224,35.858
36.205,35.847
36.183,35.836
36.159,35.824
36.135,35.812
36.109,35.799
36.082,35.786
36.055,35.773
36.026,35.76
35.997,35.747
35.966,35.735
35.935,35.723
35.903,35.712
35.871,35.702
35.839,35.692
35.808,35.684
35.776,35.677
35.745,35.671
35.714,35.665
35.683,35.661
35.652,35.657
35.622,35.654
35.592,35.651
35.562,35.649
35.532,35.647
35.502,35.647
35.471,35.648
35.44,35.65
35.409,35.653
35.378,35.657
35.348,35.662
35.318,35.666
35.288,35.67
35.258,35.673
35.228,35.674
35.198,35.673
35.167,35.67
35.136,35.665
35.104,35.657
35.072,35.646
35.041,35.633
35.011,35.618
34.982,35.601
34.956,35.583
34.931,35.566
34.908,35.548
34.888,35.532
34.869,35.516
34.852,35.501
34.837,35.489
34.821,35.478
34.806,35.47
34.791,35.464
34.776,35.461
34.759,35.459
34.742,35.459
34.724,35.46
34.704,35.462
34.684,35.464
34.664,35.466
34.644,35.468
34.625,35.47
34.606,35.473
34.589,35.476
34.571,35.481
34.554,35.488
34.538,35.499
34.523,35.513
34.509,35.533
34.496,35.558
34.485,35.59
34.475,35.628
34.465,35.675
34.457,35.729
34.45,35.79
34.443,35.858
34.437,35.932
34.431,36.013
34.426,36.098
34.422,36.186
34.42,36.275
34.419,36.365
34.422,36.453
34.429,36.538
34.441,36.619
34.459,36.694
34.484,36.762
34.517,36.824
34.558,36.878
34.609,36.926
34.669,36.966
34.74,36.999
34.821,37.025
